분류,글귀
시작이 시작을 행동하는 행동을 실천하는 실천을 실천이 실행하는 실행을,떨리면 떨면서라도 시작하라. 하지만 반드시 시작해야만 한다.
최선을 노력하는 노력해서 노력을 노력이 삶을 삶이,"작은 하나하나의 삶의 현장에서 최선을 다하는 것, 그것만이 우리 삶의 의미를 일깨워주고 우리의 존재를 확인시켜주는 최고의 선이다."
이해가 이해를 이해되는 이해할 배려 증오를 증오하지 증오가 증오심이 증오심을 저주하는 저주하고,"주면 받는다는 원칙이 있다. 그러므로 남을 저주하면, 나한테 저주가 오는 것이 당연한 귀결이다. 우리는 우리가 원하는 물건에 대해서는 언제나 그 값을 치러야하는 것처럼, 남에게 영향을 끼쳤다면 반드시 그 대가가 내게 되돌아오고 만다. 에머슨"
사랑하는 사랑이 사랑은 이별을 이별하고 이별했는데 이별이 헤어 헤어지 헤어짐이 헤어짐을 헤어져서,사랑이 깨지는 것보다 더 두려운 것은 사랑이 변하는 것이다. 니체
사랑하는 사랑이 사랑은 이해가 이해를 이해되는 이해할 배려를 배려하는 배려해서 배려심이,"원하는 것이 없는 사랑, 이것이 우리 영혼의 가장 높고, 가장 바람직한 경지이다. 헤르만 헤세"
응원하는 응원하고 의욕이 의욕을 의욕없는 의욕상실 긍정적인 긍정적으로 긍정의 미래,"괜찮아, 괜찮아, 반드시 잘 될거야."
믿는 믿어서 믿는데 믿고 자기만족을 자기만족이 자기만족해서 긍정적인 긍정적으로 긍정의,나는 매력적이고 아름답다. 나만의 매력으로 빛나고 있다.
긍정적인 긍정적으로 긍정의 응원하는 응원하고 의욕이 의욕을 의욕없는 의욕상실 위로를 위로가,있는 그대로의 나라도 괜찮아.
용기를 용기가 성공을 성공하고 두려움을 두려움이 두려워서 실패가 실패를 실패하면 마음가짐이 마음가짐을 태도를 태도가,"용기는 우리를 성공으로 이끌고, 두려움은 우리를 실패로 이끈다."
용기를 용기가 성공을 성공하고 시작이 시작을 실천하는 실천을 실천이 태도를 태도가,신은 용기 있는 사람을 결코 버리지 않는다.
용기를 용기가 도전하는 도전하고 도전이 시작이 시작을 실천하는 실천을 실천이 실행하는 실행을 태도를 태도가,돈을 잃는 것은 가벼운 손실이고 명예를 잃는 것은 중대한 손실이다. 그러나 용기를 잃는 것은 보상 받을 수 없는 손실이다.
인생은 인생이 인생에서 희망을 희망이 희망 의욕이 의욕을 의욕없는 의욕상실 응원하는 응원하고 위로를 위로가,위대한 희망이 사그라지는 것은 해가 지는 것과 같다. 그것은 인생의 빛이 사라지는 것과 다름없다. 매일 희망이라는 태양이 떠오르게 하자.
행복을 행복이 행복해서 행복한 불행을 불행을 불행해서 불행하니까 불운 성장하는 성장한 성장이 성장을 위로를 위로가,커다란 행복을 느끼려면 큰 고통과 불행을 먼저 가져야 한다. 그렇지 않으면 이게 행복인지 어떻게 알겠는가.
불행을 불행을 불행해서 불행하니까 인생은 인생이 인생에서 삶을 삶이 행복을 행복이 행복해서 행복한 위로를 위로가,인생이라는 학교에는 불행이라는 훌륭한 스승이 있다. 그 스승 덕분에 우리는 더욱 단련된다.
노력하는 노력해서 노력을 노력이 실천하는 실천을 실천이 실행하는 실행을 인생은 인생이 인생에서 시작이 시작을,내 인생의 방해자는 언제나 나 자신이었다.
긍정적인 긍정적으로 긍정의 부정적 고민을 고민이 불안한 불안해서 불안감을 불안감이 걱정을 걱정이 걱정되는,"나는 왜 되는 일이 없을까?' 살면서 자주 이런 고민을 한다. 그런데 생각해보면 되는 일이 없었던 것이 아니라, 되게 한 일이 없었다는 것을 알 수 있다."
그리움이 그리움을 그리워서 그리워 그립고 그리운 진심으로 진심은 진심이 인간관계에서 인간관계는,"이유 없이 안기고 싶을 때가 있는 것처럼, 가끔은 마음이 통하는 사람이 그립다."
실천하는 실천을 실천이 실행하는 실행을 행동하는 행동을 계획은 계획을 계획이 노력하는 노력해서 노력을 노력이,"생각만 하는 사람의 삶은 스스로 공부하는 삶에 비하면 사소하고, 보이지 않는 것을 보기 위해 발돋움하고 바라보는 일은 실제로 올라가 바라보는 것만 못하다."
인생은 인생이 인생에서 의지가 의지를 의지박약인 의욕이 의욕을 의욕없는 의욕상실 마인드를 마인드가 마인드로,"뜻은 높은 곳에, 마음은 낮은 곳에 두라."
두려움을 두려움이 두려워서 불안한 불안해서 불안감이 고민이 걱정을 걱정이 걱정되는 의지가 의지를 의지박약인,"다가오는 두려움을 피하지 않고, 찬찬히 섬세하게 들여다볼 수 있다면, 어떤 거친 흐름 앞에서도 당당할 수 있다."
배움을 배움이 배워서 배우는게 인간관계에서 인간관계는 인생은 인생이 인생에서 삶을 삶이,"한 사람만 만나도, 자연의 한 풍경만 스쳐도, 우리가 존경할 것이 가득하다."
실패가 실패를 실패하면 도전하는 도전하고 도전이 용기를 용기가 의욕이 의욕을 의욕없는 의욕상실,실패란 인생이라는 여정에서 단지 게임에서 한 판 진 것일 뿐. 다시 일어서서 즐기자.
위로를 위로가 의욕이 의욕을 의욕없는 의욕상실 의지가 의지를 의지박약인 마인드를 마인드가 마인드로,세상에 아프지 않은 사람은 없다. 단지 덜 아픈 사람이 위로할 뿐이다.
마음이 마음을 마음가짐이 마음가짐을 마음상태가 마음상태를,내 기분이 좋으면 세상이 좋아보이는 것이다. 어찌 보면 세상은 내 마음의 눈만큼 보이는지도 모른다.
행동하는 행동을 증명 실천하는 실천을 실천이 실행하는 실행을 태도를 태도가 말보다,말하지 말고 행동하세요. 말하지 말고 보여주세요. 약속하지 말고 증명하세요.
마음이 마음을 아픈 아파서 아프고 슬픈 슬퍼서,늘 태평해 보이는 사람도 마음의 밑바닥을 둘러보면 어디에선가 슬픈 소리가 난다. 나쓰메 소세키
행복을 행복이 행복해서 행복한 불행을 불행을 불행해서 불행하니까 행운을 행운이 극복하고 극복하는 괴로워서,행복만을 추구하는 마음이 비극을 불러들입니다. 행복은 슬픔과 괴로움을 극복한 마음이 만들어내는 것입니다. 마하트마 간디
삶을 삶이 인생은 인생이 인생에서 방향을 방향이 꾸준히 꾸준하게 의지가 의지를 의지박약인,삶이란 끝없이 옆길로 새는 것이다. 원래 어디로 향하려 했는지 돌아보는 것조차 허용되지 않는다. 프란츠 카프카
참고 참는 의지가 의지를 의지박약인 노력하는 노력해서 노력을 노력이 경험이 경험을 경험해서 경험하고 치유,고뇌는 그것을 처음부터 끝까지 모조리 경험해야만 치유된다. 마르셀 프루스트
위로 용기를 용기가 의욕이 의욕을 의욕없는 의욕상실 저하되는 저하되어,모두가 이기는 것이 좋다는 말을 들어왔다. 하지만 나는 이렇게 말하고 싶다. 지는 것도 좋다고. 윌터 휘트먼
절망적인 불운이 불행을 불행이 불행해서 불행하니까 시작이 시작을 태도를 태도가,절망은 사람들이 절대적인 것을 찾아내기 위한 참된 출발점이다. 키르케고르
아픈 아파서 아프고 아픔 슬픈 슬퍼서 슬픔이 버티고 버텨 버티는 견디고 견뎌서 견디는,모든 슬픔은 그것을 이야기로 만들거나 그것에 대해 이야기 할 수 있다면 견뎌질 수 있다. 이자크 디녜센
환경이 배경이 어둡고 어두워 캄캄한 캄캄하고 의지가 의지를 의지박약인 노력하는 노력해서 노력을 노력이,깨끗한 것은 언제나 더러운 것 속에서 생겨나며 눈부시게 빛나는 것은 언제나 어둠 속에서 생겨난다. 채근담
목표가 목표를 목표설정이 목표설정을 의욕이 의욕을 의욕없는 의욕상실 도전하는 도전하고 도전이,목표가 확실한 사람은 아무리 거친 길에서도 앞으로 나갈 수 있지만 목표가 없는 사람은 아무리 좋은 길이라도 앞으로 나갈 수 없다. 토머스 칼라일
도전하는 도전하고 도전이 의욕이 의욕을 의욕없는 의욕상실 용기를 용기가 실행하는 실행을 실천하는 실천을 실천이,나는 항상 내가 할 수 없는 것을 한다. 그렇게 하면 할 수 있게 되기 때문이다. 파블로 피카소
고민을 고민이 진실을 진실이 진실은 거짓을 거짓이 거짓은,어떻게 말할까'하고 괴로울 때는 진실을 말하라. 마크 트웨인
자기애가 자기애를 자기애는 자기만족을 자기만족이 자기만족해서 믿는 믿어서 믿는데 믿고 마인드를 마인드가 마인드로,자신을 향해 웃는 것은 살면서 배워야 할 가장 중요한 능력이다. 캐서린 맨스필드
열정이 꾸준히 꾸준하게 의지가 의지를 의지박약인 노력하는 노력해서 노력을 노력이,정열은 강이나 바다와 비슷하다. 얕은 것은 소리를 내지만 깊은 것은 침묵을 지킨다. 알베르 카뮈
일상 노력하는 노력해서 노력을 노력이 꾸준히 꾸준하게 계속 변화가 변화를 변화하는 변화하고 작은,큰 변화를 꿈꿀 때 일상의 작은 변화들을 결코 무시해서는 안된다. 일상의 작은 변화들이 쌓여 전혀 예기치 못한 큰 변화가 이루어진다. 라이트 이델먼
능숙 즐거 열심 방향을 방향이 노력하는 노력해서 노력을 노력이 결과를 결과가,일에서 즐거움의 비밀은 '탁월함'이라는 단어에 담겨 있다. 어떤 것을 능숙하게 해내는 방법을 아는 것이 그 일을 즐기는 길이다. 펄벅
도전하는 도전하고 도전이 용기를 용기가 의욕이 의욕을 의욕없는 의욕상실 의지가 의지를 의지박약인,당신의 꿈이 단 한 번도 실현되지 않았다고 해서 스스로 안타깝고 서글프게 생각해서는 안된다. 정말 안타깝고 서글픈 일은 한 번도 꿈을 꾸어보지 않았던 사람들이기 때문이다. 에센 바흐
준비 꿈을 꿈이 용기를 용기가 의욕이 의욕을 의욕없는 의욕상실 의지가 의지를 의지박약인 태도를 태도가,창공을 나는 새도 날개를 접어야 다시 힘을 길어 날 수 있다.
인내 참는 의지가 의지를 의지박약인 노력하는 노력해서 노력을 노력이 열정 꾸준히 꾸준하게,어떤 위대한 일도 하루 아침에 이루어지지 않는다. 에피테토스
마인드를 마인드가 마인드로 생각 태도를 태도가 마음 마음가짐이 마음가짐을 성공을 성공하고,우리가 무슨 생각을 하느냐가 우리가 어떤 사람이 되는지를 결정한다. 오프라 윈프리
이겨내 고통 불운 불행을 불행을 불행해서 불행하니까 마음 마음가짐이 마음가짐을 태도를 태도가,"세상은 고통으로 가득 차 있지만, 한편 그것을 이겨내는 일로도 가득 차 있다. 헬렌 켈러"
의욕이 의욕을 의욕없는 의지가 의지를 의지박약인 용기를 용기가 도전하는 도전하고 마음 마음가짐이 마음가짐을,"사람들은 의욕이 끝까지 가질 않는다고 말한다. 뭐 목욕도 마찬가지 아닌가. 그래서 매일 하는거다. 목욕도, 동기부여도. 지그 지글러"
실천하는 실천을 실천이 의욕이 의욕을 의욕없는 의욕상실 변화가 변화를 변화하는 변화하고 성장하는 성장한,엄청난 행동량은 내가 직접 통제할 수 있는 유일한 것이다.
마인드를 마인드가 마인드로 생각 태도를 태도가 마음 마음가짐이 마음가짐을 역경 이겨내,역경의 시기에도 내 행동만은 내가 좌우할 수 있다.
실천하는 실천을 실천이 의욕이 의욕을 의욕없는 의욕상실 변화가 변화를 변화하는 변화하고 성장하는 성장한,당신의 행동력은 성공 가능성을 결정하는 중요한 요소다.
